COUNTER,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
22,4204.62,4060.51,4489.23,4164.1,3918.46,4329.23,4050.26,4440.51,4256.92,4023.08,4783.08,4218.46,4166.67,4408.21,1617,1595,71.56,0,0,0,0,
23,4212.82,4062.05,4489.74,4170.77,3911.79,4327.18,4063.08,4448.21,4261.54,4036.41,4796.92,4231.28,4171.79,4413.33,1617,1596,71.567,0,0,0,0,
24,4214.87,4063.59,4489.74,4187.69,3928.21,4325.13,4062.05,4455.38,4267.18,4038.97,4801.54,4234.87,4172.31,4422.05,1618,1597,71.575,0,0,0,0,
25,4216.41,4065.64,4496.92,4180,3929.23,4331.28,4055.9,4455.9,4260.51,4030.26,4789.23,4235.38,4172.82,4428.72,1618,1598,71.583,0,0,0,0,
26,4224.62,4072.31,4508.21,4166.15,3916.41,4338.46,4066.67,4458.97,4266.15,4035.9,4802.05,4247.69,4185.64,4437.95,1619,1597,71.591,0,0,0,0,
27,4230.26,4071.79,4510.77,4167.18,3912.31,4333.85,4076.41,4468.72,4288.21,4054.87,4822.56,4254.87,4193.85,4439.49,1618,1597,71.599,0,0,0,0,
28,4222.05,4062.05,4506.15,4169.74,3907.69,4326.15,4064.1,4467.69,4288.72,4060.51,4810.26,4243.08,4184.1,4427.18,1618,1597,71.606,0,0,0,0,
29,4211.28,4058.46,4505.64,4169.74,3916.41,4324.62,4054.87,4451.28,4263.08,4046.67,4795.9,4232.31,4177.44,4422.05,1618,1596,71.614,0,0,0,0,
30,4214.36,4062.56,4509.74,4172.82,3923.59,4328.21,4058.97,4438.97,4246.67,4028.72,4798.46,4234.87,4175.38,4427.18,1617,1595,71.622,0,0,0,0,
31,4218.97,4064.62,4509.23,4172.31,3905.13,4329.23,4055.38,4438.46,4252.31,4023.59,4799.49,4241.03,4168.72,4427.18,1618,1595,71.63,0,0,0,0,
32,4217.44,4068.72,4506.67,4170.26,3895.9,4320.51,4047.18,4442.05,4261.54,4037.44,4800,4246.67,4172.82,4432.82,1619,1593,71.638,0,0,0,0,
33,4218.46,4074.36,4507.69,4171.28,3910.77,4315.38,4049.23,4445.13,4265.13,4049.74,4803.59,4249.74,4186.15,4440,1619,1594,71.646,0,0,0,0,
34,4220,4070.77,4505.13,4173.33,3923.08,4326.67,4051.28,4445.64,4266.15,4048.72,4800.51,4244.1,4190.26,4430.26,1618,1594,71.653,0,0,0,0,
35,4215.38,4064.62,4491.28,4172.31,3920,4331.79,4049.23,4442.56,4264.62,4044.62,4794.87,4231.79,4179.49,4416.92,1618,1596,71.661,0,0,0,0,
36,4210.26,4066.67,4487.18,4171.79,3914.87,4318.97,4050.26,4443.08,4261.03,4043.08,4795.38,4228.21,4167.69,4417.95,1620,1596,71.669,0,0,0,0,
37,4216.41,4075.9,4505.13,4169.23,3915.38,4312.82,4057.95,4453.33,4266.67,4046.15,4801.03,4239.49,4170.26,4426.67,1618,1597,71.677,0,0,0,0,
38,4220.51,4074.87,4508.21,4164.1,3912.31,4319.49,4062.05,4463.08,4283.08,4058.97,4809.23,4248.21,4182.56,4429.23,1619,1596,71.685,0,0,0,0,
39,4215.9,4068.21,4489.74,4166.67,3901.54,4327.69,4060.51,4460,4292.82,4070.26,4812.82,4245.64,4185.64,4427.69,1618,1594,71.692,0,0,0,0,
40,4219.49,4072.82,4489.23,4175.38,3903.59,4336.92,4062.56,4455.9,4293.33,4070.77,4813.85,4244.1,4184.62,4429.74,1618,1594,71.7,0,0,0,0,
41,4221.03,4077.95,4505.64,4172.31,3913.85,4326.15,4060,4454.36,4288.72,4066.67,4816.92,4248.72,4187.18,4429.74,1618,1593,71.708,0,0,0,0,
42,4221.54,4079.49,4510.77,4168.21,3912.82,4308.72,4049.23,4447.18,4281.54,4061.54,4814.36,4251.79,4184.1,4429.74,1618,1594,71.716,0,0,0,0,
43,4228.72,4085.64,4507.18,4175.9,3917.95,4316.92,4047.18,4443.08,4282.56,4065.64,4812.31,4251.79,4183.59,4435.9,1619,1594,71.724,0,0,0,0,
44,4226.15,4088.72,4504.1,4179.49,3920,4324.1,4051.79,4445.64,4289.23,4072.31,4815.9,4250.77,4190.77,4435.38,1618,1596,71.732,0,0,0,0,
45,4221.54,4083.08,4505.64,4172.31,3906.67,4312.31,4050.26,4444.1,4288.72,4067.69,4815.38,4247.18,4189.23,4429.74,1619,1597,71.739,0,0,0,0,
46,4229.23,4079.49,4507.18,4170.26,3908.72,4313.85,4049.74,4442.56,4277.95,4063.59,4809.74,4249.23,4177.44,4435.38,1618,1598,71.747,0,0,0,0,
47,4227.69,4077.44,4496.92,4170.26,3913.85,4321.54,4051.28,4441.54,4271.79,4063.59,4808.72,4249.23,4167.69,4434.87,1619,1597,71.755,0,0,0,0,
48,4214.36,4074.36,4487.18,4165.64,3900,4315.9,4051.28,4444.62,4281.54,4067.69,4812.82,4241.54,4168.21,4427.18,1618,1596,71.852,0,0,0,0,
49,4215.38,4071.79,4484.1,4168.72,3900,4322.56,4057.44,4452.82,4290.26,4068.21,4809.23,4235.9,4168.21,4425.13,1619,1596,71.856,0,0,0,0,
50,4214.87,4065.64,4481.03,4168.72,3911.79,4331.79,4062.05,4458.97,4283.08,4061.03,4797.95,4235.9,4156.92,4421.03,1618,1594,71.856,0,0,0,0,
51,4202.56,4057.95,4480.51,4157.44,3906.67,4321.03,4060,4457.95,4276.92,4057.44,4796.41,4235.38,4147.69,4412.31,1619,1595,71.856,0,0,0,0,
52,4201.03,4063.08,4481.54,4161.03,3912.31,4315.9,4059.49,4452.31,4280,4060,4796.41,4231.79,4153.33,4411.79,1620,1595,71.856,0,0,0,0,
53,4204.1,4070.26,4476.92,4167.69,3927.18,4323.59,4055.9,4445.13,4282.56,4056.41,4785.13,4230.26,4154.87,4413.85,1619,1597,71.856,0,0,0,0,
54,4201.03,4062.56,4474.36,4155.38,3910.26,4325.64,4049.74,4442.56,4282.56,4051.28,4782.56,4228.72,4143.08,4409.74,1619,1597,71.856,0,0,0,0,
55,4199.49,4058.97,4483.08,4152.31,3884.1,4317.95,4055.9,4445.13,4279.49,4057.44,4793.85,4231.79,4141.03,4415.38,1619,1596,71.856,0,0,0,0,
56,4203.08,4069.74,4491.79,4168.21,3895.38,4313.85,4061.54,4448.21,4274.87,4068.21,4798.46,4240,4147.69,4427.69,1619,1596,71.856,0,0,0,0,
57,4204.1,4068.21,4493.33,4173.85,3917.44,4313.85,4055.38,4450.26,4273.85,4069.23,4798.46,4242.05,4145.64,4426.15,1618,1595,71.856,0,0,0,0,
58,4196.92,4055.9,4487.18,4164.1,3912.82,4312.31,4049.74,4449.23,4263.59,4055.38,4800.51,4236.41,4135.38,4414.87,1618,1594,71.856,0,0,0,0,
59,4186.15,4047.18,4477.95,4149.23,3891.28,4311.28,4044.62,4441.54,4245.13,4037.95,4787.18,4224.62,4128.72,4404.1,1618,1594,71.856,0,0,0,0,
60,4179.49,4042.05,4474.36,4144.62,3888.72,4312.31,4042.56,4443.08,4250.77,4043.08,4772.31,4217.44,4132.31,4398.46,1619,1595,71.859,0,0,0,0,
61,4183.08,4044.62,4475.38,4160,3898.46,4309.74,4052.82,4455.38,4274.87,4061.03,4785.13,4226.15,4136.41,4403.59,1619,1595,71.864,0,0,0,0,
62,4183.59,4049.23,4476.92,4163.08,3892.82,4309.74,4061.54,4454.87,4272.82,4061.03,4798.97,4230.77,4134.87,4409.23,1619,1596,71.872,0,0,0,0,
63,4180,4051.79,4475.9,4150.77,3898.46,4320.51,4058.46,4443.59,4258.46,4055.9,4790.77,4226.67,4134.36,4407.69,1620,1596,71.88,0,0,0,0,
64,4183.08,4055.9,4475.38,4150.77,3912.82,4323.08,4060,4443.59,4263.59,4060,4781.03,4227.69,4135.38,4406.67,1618,1597,71.888,0,0,0,0,
65,4184.62,4054.87,4474.87,4154.87,3902.05,4312.31,4057.95,4445.64,4266.67,4061.54,4780,4226.67,4133.33,4407.69,1620,1596,71.896,0,0,0,0,
66,4182.05,4048.21,4474.87,4152.31,3896.41,4310.77,4048.72,4438.97,4256.92,4058.97,4785.13,4222.05,4133.33,4407.69,1619,1596,71.904,0,0,0,0,
67,4186.15,4053.85,4482.56,4157.95,3911.79,4322.56,4055.38,4445.13,4265.64,4067.69,4797.95,4232.82,4142.56,4416.92,1620,1594,71.911,0,0,0,0,
68,4190.77,4064.62,4486.67,4162.56,3918.46,4326.67,4057.95,4447.18,4270.26,4072.31,4801.54,4241.03,4141.54,4420,1619,1594,71.919,0,0,0,0,
69,4185.13,4066.15,4478.46,4154.36,3911.28,4320.51,4042.05,4426.15,4240.51,4053.85,4782.05,4230.77,4131.79,4407.69,1620,1594,71.927,0,0,0,0,
70,4186.15,4063.08,4474.36,4151.79,3904.1,4316.92,4044.62,4427.18,4229.74,4049.74,4781.03,4228.72,4142.56,4404.62,1618,1593,71.935,0,0,0,0,
71,4188.72,4055.9,4477.44,4155.38,3901.54,4320.51,4063.08,4451.79,4252.31,4072.31,4796.92,4231.79,4156.41,4407.69,1619,1594,71.943,0,0,0,0,
72,4173.85,4046.15,4465.64,4144.62,3907.18,4322.56,4057.44,4447.18,4250.26,4073.33,4780.51,4216.92,4138.97,4394.87,1618,1594,71.951,0,0,0,0,
73,4162.56,4048.72,4453.33,4135.9,3911.28,4314.87,4043.08,4424.62,4232.82,4059.49,4761.54,4206.15,4117.44,4385.64,1618,1595,71.958,0,0,0,0,
74,4172.31,4060.51,4465.13,4152.82,3908.21,4309.23,4044.62,4430.26,4242.56,4060.51,4776.41,4212.31,4119.49,4394.87,1618,1596,71.966,0,0,0,0,
75,4179.49,4056.92,4473.85,4157.44,3902.56,4316.41,4045.64,4443.59,4251.28,4061.03,4791.28,4220,4126.15,4402.05,1617,1596,71.974,0,0,0,0,
76,4179.49,4047.69,4473.85,4136.92,3894.36,4315.38,4045.64,4441.03,4248.21,4068.21,4789.74,4225.13,4137.44,4405.64,1619,1595,71.982,0,0,0,0,
77,4184.62,4056.41,4480.51,4143.08,3898.97,4307.69,4052.82,4444.1,4263.08,4088.72,4797.95,4233.85,4155.38,4414.36,1618,1594,71.99,0,0,0,0,
78,4185.64,4069.74,4483.08,4169.23,3922.05,4317.95,4052.82,4447.18,4268.21,4088.72,4801.54,4235.38,4151.79,4415.38,1619,1594,71.997,0,0,0,0,
79,4190.26,4074.87,4484.1,4171.28,3926.67,4326.15,4047.18,4442.56,4248.72,4082.56,4795.9,4239.49,4148.21,4418.97,1619,1593,72.005,0,0,0,0,
80,4203.59,4076.92,4492.31,4160.51,3903.59,4314.87,4050.26,4450.26,4251.79,4094.36,4804.62,4250.26,4165.64,4429.23,1619,1593,72.013,0,0,0,0,
81,4197.95,4071.28,4491.28,4152.31,3886.15,4309.74,4053.33,4458.46,4269.23,4089.74,4812.82,4244.62,4167.18,4424.62,1619,1591,72.021,0,0,0,0,
82,4190.26,4065.13,4484.1,4150.77,3901.54,4321.03,4053.85,4453.33,4261.03,4079.49,4806.67,4231.28,4152.82,4418.97,1619,1592,72.029,0,0,0,0,
83,4197.95,4066.67,4491.28,4160,3920,4323.59,4059.49,4452.82,4244.1,4087.69,4797.95,4232.82,4146.67,4422.56,1618,1591,72.037,0,0,0,0,
84,4193.85,4064.1,4492.31,4162.05,3912.31,4316.41,4064.1,4460,4250.77,4094.87,4797.95,4235.38,4145.64,4420,1617,1592,72.045,0,0,0,0,
85,4184.1,4060.51,4477.95,4148.21,3908.21,4316.41,4061.54,4459.49,4265.13,4095.9,4799.49,4227.69,4143.08,4409.74,1616,1593,72.052,0,0,0,0,
86,4180.51,4057.44,4470.26,4145.64,3911.79,4320,4055.38,4451.79,4256.92,4090.26,4789.74,4218.46,4136.92,4401.03,1616,1593,72.06,0,0,0,0,
87,4170.77,4056.41,4471.79,4156.92,3902.05,4323.59,4050.77,4443.08,4242.56,4070.77,4778.46,4212.82,4127.18,4393.33,1616,1592,72.068,0,0,0,0,
88,4167.69,4057.44,4472.82,4155.9,3897.95,4329.23,4051.28,4442.56,4243.08,4060.51,4782.05,4212.82,4123.08,4392.31,1618,1592,72.076,0,0,0,0,
89,4180,4058.46,4470.26,4145.64,3912.31,4325.13,4051.28,4454.36,4248.72,4072.82,4794.87,4219.49,4126.15,4401.54,1617,1593,72.083,0,0,0,0,
90,4187.18,4067.18,4475.38,4155.38,3921.03,4313.85,4046.15,4458.97,4253.85,4086.67,4805.13,4226.15,4135.38,4415.38,1619,1595,72.091,0,0,0,0,
91,4193.33,4079.49,4490.26,4170.77,3907.18,4313.85,4053.33,4457.44,4265.13,4098.46,4816.92,4240,4158.97,4430.77,1618,1596,72.099,0,0,0,0,
92,4194.87,4070.77,4497.44,4161.03,3890.77,4318.97,4066.15,4462.05,4274.36,4109.74,4815.9,4250.26,4167.69,4432.82,1619,1596,72.107,0,0,0,0,
93,4175.9,4051.28,4485.64,4145.64,3899.49,4322.05,4061.03,4455.38,4261.54,4097.44,4792.82,4235.38,4142.05,4414.87,1619,1595,72.115,0,0,0,0,
94,4166.15,4057.95,4478.97,4151.79,3921.54,4326.15,4049.23,4445.64,4246.67,4076.92,4785.13,4222.05,4126.15,4406.67,1617,1594,72.123,0,0,0,0,
95,4173.33,4070.77,4487.18,4157.95,3919.49,4321.54,4051.79,4452.82,4257.44,4077.44,4798.97,4229.74,4135.38,4412.31,1619,1592,72.13,0,0,0,0,
96,4172.31,4068.21,4491.28,4154.36,3906.15,4317.95,4060,4460.51,4272.82,4092.31,4802.56,4234.87,4138.46,4411.79,1617,1591,72.138,0,0,0,0,
97,4165.13,4060.51,4489.74,4152.82,3906.67,4326.15,4062.05,4459.49,4266.67,4095.38,4794.87,4230.26,4129.74,4408.21,1618,1592,72.146,0,0,0,0,
98,4160,4050.26,4492.31,4152.82,3908.21,4328.72,4057.95,4459.49,4260.51,4083.08,4792.82,4228.72,4123.59,4407.18,1618,1591,72.154,0,0,0,0,
99,4156.41,4052.31,4493.85,4153.85,3911.79,4321.54,4049.74,4453.85,4264.1,4071.79,4795.9,4223.08,4119.49,4404.62,1618,1593,72.162,0,0,0,0,
100,4155.38,4061.03,4488.72,4147.18,3925.13,4325.64,4044.62,4442.56,4254.87,4076.41,4787.69,4216.41,4121.54,4400.51,1618,1592,72.169,0,0,0,0,
101,4152.82,4053.85,4486.15,4139.49,3931.28,4332.31,4046.67,4441.03,4246.67,4088.21,4778.97,4215.9,4125.13,4398.46,1618,1594,72.177,0,0,0,0,
102,4155.38,4047.18,4489.23,4146.15,3907.69,4320.51,4053.33,4451.28,4264.62,4090.77,4786.67,4214.87,4120.51,4400.51,1618,1593,72.185,0,0,0,0,
103,4166.15,4057.95,4491.79,4154.87,3883.08,4307.69,4059.49,4456.92,4275.38,4092.82,4797.44,4216.92,4123.59,4409.23,1618,1594,72.193,0,0,0,0,
104,4169.23,4066.67,4496.41,4153.85,3894.36,4312.31,4063.08,4456.92,4267.18,4098.97,4796.92,4221.03,4135.38,4414.87,1619,1592,72.201,0,0,0,0,
105,4165.13,4063.08,4505.13,4152.82,3916.41,4324.1,4063.59,4456.92,4265.64,4089.74,4794.87,4218.97,4132.82,4411.28,1617,1594,72.209,0,0,0,0,
106,4166.67,4061.54,4510.26,4156.41,3921.54,4327.18,4061.54,4450.77,4267.18,4073.33,4788.72,4220.51,4120,4412.31,1618,1594,72.216,0,0,0,0,
107,4169.23,4066.15,4508.72,4157.44,3929.74,4327.69,4061.54,4441.03,4258.46,4077.95,4781.03,4229.74,4121.03,4415.9,1617,1594,72.224,0,0,0,0,
108,4172.82,4073.85,4509.74,4162.05,3925.64,4323.08,4062.05,4448.21,4256.41,4091.28,4791.28,4235.9,4130.26,4420,1617,1595,72.232,0,0,0,0,
109,4169.23,4072.82,4507.69,4165.64,3892.31,4320,4055.38,4455.9,4256.41,4085.13,4794.87,4228.72,4119.49,4418.46,1617,1591,72.24,0,0,0,0,
110,4155.38,4061.54,4493.85,4158.97,3891.79,4330.77,4049.74,4444.1,4251.28,4066.67,4780.51,4217.44,4105.13,4405.64,1616,1592,72.248,0,0,0,0,
111,4156.41,4058.97,4488.21,4152.82,3929.23,4337.44,4053.33,4441.03,4257.95,4070.26,4775.38,4215.38,4112.31,4402.05,1616,1591,72.255,0,0,0,0,
112,4169.74,4065.64,4500,4152.82,3932.82,4323.08,4053.33,4448.72,4265.64,4088.21,4781.54,4221.54,4123.59,4408.72,1616,1592,72.263,0,0,0,0,
113,4170.26,4066.15,4507.69,4151.79,3909.23,4312.82,4050.26,4445.64,4258.97,4090.77,4787.69,4223.08,4120.51,4409.74,1617,1593,72.271,0,0,0,0,
114,4165.13,4066.15,4507.18,4151.79,3906.15,4318.97,4055.38,4447.18,4262.56,4092.31,4793.33,4224.1,4115.38,4413.33,1616,1595,72.279,0,0,0,0,
115,4172.31,4077.44,4513.85,4157.95,3914.36,4315.38,4063.08,4461.03,4278.97,4106.67,4795.9,4234.36,4124.62,4427.18,1619,1596,72.287,0,0,0,0,
116,4174.87,4075.9,4515.9,4164.1,3912.31,4307.18,4062.05,4467.18,4286.15,4117.44,4801.03,4242.56,4132.82,4431.28,1617,1597,72.295,0,0,0,0,
117,4160.51,4057.95,4506.15,4165.13,3910.77,4318.97,4055.9,4457.95,4276.41,4100,4797.95,4230.77,4124.1,4417.44,1618,1596,72.302,0,0,0,0,
118,4155.9,4061.54,4502.05,4165.13,3910.26,4331.79,4059.49,4452.82,4268.72,4086.15,4784.1,4216.41,4116.41,4409.74,1618,1595,72.31,0,0,0,0,
119,4169.74,4086.15,4509.74,4169.23,3913.85,4326.15,4071.79,4463.08,4278.97,4104.1,4794.87,4223.59,4132.82,4421.03,1617,1595,72.318,0,0,0,0,
120,4175.9,4090.77,4516.92,4170.77,3926.67,4323.59,4077.44,4469.74,4291.28,4121.54,4814.87,4236.92,4147.69,4431.79,1617,1595,72.326,0,0,0,0,
121,4160,4074.87,4510.77,4159.49,3931.28,4334.36,4075.38,4462.56,4282.05,4107.18,4798.46,4229.74,4131.79,4427.69,1617,1596,72.334,0,0,0,0,
122,4143.59,4059.49,4495.9,4149.23,3924.1,4337.44,4069.74,4457.44,4263.08,4086.67,4781.54,4213.85,4106.15,4414.87,1617,1596,72.342,0,0,0,0,
123,4137.44,4043.59,4487.69,4152.82,3926.15,4340.51,4061.03,4456.41,4261.03,4089.74,4793.85,4210.26,4099.49,4409.23,1616,1596,72.349,0,0,0,0,
124,4140,4032.31,4492.82,4155.38,3927.18,4338.97,4058.46,4457.95,4276.92,4099.49,4797.44,4217.95,4113.33,4416.41,1617,1597,72.357,0,0,0,0,
125,4149.74,4031.79,4502.05,4153.33,3911.79,4320,4066.15,4469.74,4288.72,4107.69,4790.26,4226.67,4127.18,4428.72,1617,1598,72.365,0,0,0,0,
126,4155.9,4037.44,4509.74,4153.85,3902.56,4311.28,4075.38,4477.44,4277.44,4114.87,4801.54,4232.31,4125.64,4433.85,1618,1598,72.373,0,0,0,0,
127,4154.36,4038.46,4509.74,4158.46,3920,4329.23,4075.38,4466.67,4264.62,4105.64,4812.31,4228.72,4119.49,4429.74,1617,1599,72.381,0,0,0,0,
128,4151.79,4031.79,4506.67,4169.23,3936.41,4339.49,4069.23,4457.44,4268.21,4095.9,4802.56,4221.54,4118.46,4427.69,1619,1600,72.388,0,0,0,0,
0,4146.67,4021.03,4506.67,4158.46,3920.51,4331.79,4070.26,4464.1,4275.38,4101.03,4794.36,4223.08,4109.74,4430.26,1617,1599,72.396,0,0,0,0,
1,4137.44,4015.38,4505.13,4136.41,3903.08,4332.82,4076.41,4472.82,4286.15,4106.67,4798.97,4229.74,4099.49,4430.26,1618,1599,72.404,0,0,0,0,
2,4141.03,4021.54,4510.77,4151.79,3917.44,4336.92,4075.38,4474.36,4296.92,4110.77,4798.46,4234.36,4108.72,4428.21,1619,1597,72.412,0,0,0,0,
3,4154.36,4029.23,4518.97,4174.87,3931.28,4334.87,4074.36,4475.38,4297.44,4120.51,4794.36,4231.28,4120.51,4430.26,1619,1597,72.42,0,0,0,0,
4,4152.82,4025.64,4513.85,4159.49,3923.59,4337.44,4074.36,4469.23,4283.08,4113.33,4794.87,4220.51,4111.28,4428.72,1620,1597,72.427,0,0,0,0,
5,4140.51,4022.56,4503.08,4143.59,3924.62,4335.38,4068.21,4457.95,4265.64,4083.59,4793.33,4211.79,4098.46,4416.92,1619,1597,72.435,0,0,0,0,
6,4138.46,4031.28,4503.59,4154.36,3928.21,4331.79,4069.23,4462.56,4263.59,4080.51,4792.82,4213.85,4107.18,4415.9,1619,1596,72.443,0,0,0,0,
7,4143.59,4028.72,4508.21,4155.9,3915.9,4338.97,4081.54,4476.92,4280,4100,4797.44,4216.41,4111.28,4423.59,1619,1596,72.451,0,0,0,0,
8,4147.69,4024.1,4506.15,4146.67,3911.79,4340,4084.62,4479.49,4299.49,4107.18,4797.95,4218.46,4102.56,4424.1,1619,1596,72.459,0,0,0,0,
9,4152.31,4039.49,4505.64,4159.49,3918.46,4329.23,4077.95,4477.44,4303.08,4112.31,4795.38,4227.69,4111.28,4425.13,1619,1596,72.467,0,0,0,0,
10,4153.33,4049.74,4508.72,4171.79,3915.38,4329.23,4074.87,4478.46,4297.44,4122.56,4796.92,4224.62,4122.05,4424.1,1619,1596,72.474,0,0,0,0,
11,4150.26,4040.51,4509.23,4160,3908.72,4335.38,4076.41,4474.36,4295.9,4121.54,4804.62,4216.41,4116.41,4419.49,1619,1596,72.482,0,0,0,0,
12,4150.77,4034.87,4507.18,4150.26,3910.77,4327.18,4074.36,4471.79,4297.44,4114.87,4809.23,4224.1,4112.31,4423.59,1619,1597,72.49,0,0,0,0,
13,4152.82,4040,4506.15,4155.38,3912.31,4321.54,4072.31,4474.36,4294.87,4117.95,4811.28,4228.21,4113.85,4430.26,1619,1596,72.498,0,0,0,0,
14,4150.77,4043.59,4505.64,4162.05,3914.36,4331.79,4073.85,4473.33,4292.82,4121.54,4811.79,4216.41,4105.13,4424.62,1619,1596,72.506,0,0,0,0,
15,4151.79,4052.31,4505.64,4164.62,3924.62,4340.51,4074.36,4472.82,4305.13,4122.05,4811.79,4216.92,4105.13,4422.05,1619,1596,72.513,0,0,0,0,
16,4157.44,4062.05,4509.23,4160.51,3932.82,4339.49,4074.36,4474.87,4305.13,4122.56,4814.36,4233.85,4127.18,4430.77,1619,1595,72.521,0,0,0,0,
17,4157.95,4057.95,4508.72,4157.95,3926.67,4335.9,4075.9,4474.87,4287.69,4122.56,4814.87,4231.28,4128.21,4427.69,1618,1595,72.529,0,0,0,0,
18,4153.33,4050.26,4505.13,4165.13,3911.28,4337.44,4076.92,4473.85,4285.13,4120.51,4810.26,4217.44,4108.21,4414.36,1619,1594,72.537,0,0,0,0,
19,4148.21,4051.28,4504.62,4160.51,3907.18,4339.49,4079.49,4475.9,4297.44,4114.87,4808.72,4217.44,4106.15,4414.87,1618,1594,72.545,0,0,0,0,
20,4151.28,4054.36,4505.64,4146.67,3913.33,4334.36,4084.1,4479.49,4302.05,4120,4815.9,4228.72,4125.64,4425.64,1618,1597,72.553,0,0,0,0,
21,4161.54,4061.54,4509.23,4160.51,3922.05,4333.33,4080.51,4475.38,4293.85,4126.67,4814.87,4236.41,4129.23,4433.33,1619,1597,72.56,0,0,0,0,
22,4162.05,4070.77,4509.23,4175.9,3927.18,4337.95,4069.74,4462.56,4278.46,4112.82,4800,4229.74,4108.72,4425.13,1618,1597,72.569,0,0,0,0,
23,4151.79,4064.1,4496.92,4159.49,3916.92,4332.82,4061.54,4451.28,4270.77,4096.92,4792.31,4216.41,4094.36,4406.67,1619,1595,72.576,0,0,0,0,
24,4149.74,4052.82,4493.33,4147.69,3904.62,4322.05,4065.13,4460.51,4280.51,4103.08,4804.62,4217.95,4102.05,4403.08,1618,1594,72.584,0,0,0,0,
25,4154.36,4056.92,4504.1,4156.41,3916.92,4325.13,4075.38,4473.33,4287.69,4110.77,4813.33,4226.15,4109.23,4411.79,1619,1593,72.592,0,0,0,0,
26,4150.26,4061.03,4506.15,4156.92,3926.15,4336.41,4073.33,4464.62,4279.49,4102.05,4801.54,4217.95,4101.54,4408.21,1618,1595,72.6,0,0,0,0,
27,4148.21,4056.92,4503.08,4149.23,3911.79,4335.38,4066.67,4455.38,4277.44,4101.03,4794.87,4217.44,4102.05,4403.08,1619,1597,72.607,0,0,0,0,
28,4155.38,4061.54,4510.77,4159.49,3908.21,4326.67,4071.79,4464.1,4282.05,4117.95,4805.13,4231.28,4113.33,4410.77,1618,1598,72.615,0,0,0,0,
29,4156.41,4068.21,4512.82,4170.77,3909.23,4322.56,4069.74,4465.13,4272.82,4124.1,4803.59,4227.69,4108.72,4409.74,1618,1598,72.623,0,0,0,0,
30,4151.79,4066.67,4503.59,4166.15,3903.59,4324.1,4054.87,4450.26,4261.54,4110.77,4794.87,4220,4098.97,4405.13,1618,1596,72.631,0,0,0,0,
31,4158.97,4069.74,4512.31,4164.1,3909.74,4325.64,4058.46,4453.33,4271.79,4113.33,4808.21,4230.77,4108.72,4420.51,1618,1595,72.64,0,0,0,0,
32,4168.21,4072.31,4521.03,4166.15,3915.9,4324.1,4068.21,4464.1,4284.62,4128.72,4823.08,4236.41,4116.41,4430.77,1619,1594,72.646,0,0,0,0,
33,4164.62,4065.64,4511.28,4167.18,3909.23,4326.67,4060,4456.41,4280.51,4122.56,4816.41,4230.77,4108.21,4417.95,1617,1596,72.654,0,0,0,0,
34,4161.54,4064.62,4512.82,4170.26,3918.97,4335.9,4064.1,4457.44,4280,4108.72,4809.74,4230.77,4111.79,4414.36,1618,1596,72.662,0,0,0,0,
35,4170.77,4076.92,4522.05,4173.85,3926.67,4333.33,4077.95,4472.82,4290.26,4120,4815.9,4234.87,4127.18,4425.13,1617,1596,72.67,0,0,0,0,
36,4171.28,4079.49,4512.31,4165.64,3900,4316.92,4069.74,4476.92,4294.87,4137.44,4817.44,4234.36,4122.56,4422.56,1617,1595,72.678,0,0,0,0,
37,4158.46,4059.49,4499.49,4150.77,3884.62,4318.46,4060,4470.77,4297.44,4134.36,4814.36,4225.64,4112.31,4410.26,1617,1594,72.686,0,0,0,0,
38,4158.46,4052.82,4503.59,4151.28,3908.72,4335.9,4071.28,4467.18,4296.92,4122.56,4814.87,4218.97,4118.97,4411.79,1617,1593,72.693,0,0,0,0,
39,4170.77,4077.95,4508.21,4166.15,3928.21,4334.36,4073.85,4461.54,4286.15,4123.08,4816.41,4223.59,4126.15,4418.97,1616,1595,72.701,0,0,0,0,
40,4170.77,4093.33,4503.08,4170.26,3917.95,4321.03,4061.54,4456.41,4277.44,4122.56,4814.87,4224.62,4123.59,4414.36,1616,1595,72.709,0,0,0,0,
41,4160.51,4077.44,4494.87,4167.18,3904.62,4324.1,4060,4460,4285.64,4121.03,4810.77,4217.95,4121.54,4405.13,1616,1596,72.717,0,0,0,0,
42,4158.97,4066.15,4490.26,4167.18,3910.26,4335.9,4066.67,4461.03,4296.41,4124.1,4809.23,4214.36,4116.41,4404.62,1616,1596,72.725,0,0,0,0,
43,4161.03,4070.77,4493.33,4159.49,3922.56,4336.41,4069.23,4460.51,4295.9,4119.49,4812.82,4217.44,4105.13,4408.21,1617,1594,72.732,0,0,0,0,
44,4158.46,4068.72,4496.92,4158.46,3915.38,4328.72,4065.13,4458.46,4290.26,4113.33,4812.82,4218.46,4104.62,4403.59,1616,1593,72.74,0,0,0,0,
45,4153.33,4064.1,4492.82,4167.18,3894.36,4323.59,4061.03,4452.31,4292.82,4115.9,4805.64,4215.9,4107.69,4394.87,1618,1593,72.748,0,0,0,0,
